,ingredients,frequency
3354,มันฝรั่งหั่น,1
3355,ลูกชิ้นกุ้ง,1
3356,ฮื่อก๊วย,1
3357,วิปปิ้งครีม,3
3358,อ่องปู,1
3359,เนื้อปลาทูย่างหรือทอดแล้ว แกะก้าง,1
3360,น้ำพริกกะปิ หรือน้ำพริกอื่นที่เหลืออยู่,1
3361,โหระพา เด็ดแต่ใบ,1
3362,ข้าวสวยค้างคืน หุงสวย,1
3363,ปลากรอบหรือปลาตากแห้ง,1
3364,หมูบะช่อ,1
3365,รากผักชี กระเทียม พริกไทย,1
3366,รากผักชีป่น หรือ รากผักชีสด,1
3367,เกลือพริกไทย,2
3368,เครื่องปรุงต่างๆเพิ่มเติม,1
3369,พริกแดงสับ,2
3370,น้ำมันหอม,1
3371,เส้มมักกะโรนี,1
3372,หมูเด้งหมักงาขาว,1
3373,ซอสสุกี้พริกกะเหรี่ยง,1
3374,ผักกาดขาวหั่นชิ้น,1
3375,วุ้นเส้นแช่น้ำ 7 นาที,1
3376,ซอสแดง,2
3377,เส้นหมี่สิงห์ทอง พนัสทิพย์,1
3378,เนื้อสัตว์หรือโปรตีนที่ชอบ,1
3379,ซุปก้อนรสหมู,2
3380,เส้นเซี่ยงไฮ้แบบตัด,1
3381,สันนอกสไลด์,1
3382,จิกโฉ่,1
3383,ผักชีต้นหอมสับ,1
3384,โอ่วก้วย,1
3385,ซอสข้นปรุง รสไก่,1
3386,กระท้อน,1
3387,น้ำเกลือแช่กระท้อน,1
3388,หน่อไม้อ่อนต้มสุก,1
3389,พริกไทยเม็ดบุพอแตก,1
3390,คะน้าเน้นก้านเล็กๆ,1
3391,ปลาดุกหั่นเป็นชิ้น,1
3392,พริกแดง/พริกชี้ฟ้า,1
3393,ไชโป้วหวาน,1
3394,บล็อคโคลี,1
3395,ซี๋อิ๋วขาว,1
3396,หมึกแห้งแช่น้ำจนนิ่ม หั่นเป็นเส้นๆ,1
3397,Prakraphongs,1
3398,สะระแหน่,2
3399,เส้นหมี่โคราชสำเร็จ,1
3400,น้ำซอสสำเร็จ,1
3401,อกไก่หั่นเต๋า,1
3402,ซอสยากิโซบะ,1
3403,"บล็อคโคลี่,ฟักทอง,แครอท",1
3404,ซอสหอยนางรมสูตรโลวโซเดี่ยม,1
3405,ซุคลาโรส,1
3406,ขิงสด,1
3407,คีนัว,2
3408,บร๊อคโคลี่,1
3409,น้ำจิ้มสุกี้ low sodium,1
3410,เส้นก๋วยเตี๋ยว เส้นใหญ่ เส้นหมี่ตามชอบ,1
3411,เนื้อหมูสันนอกสไลด์,1
3412,ผักคะน้า กะหล่ำ ข้าวโพดอ่อน แครอทฯลฯ,1
3413,เนื้อสับปะรด,1
3414,แป้งมันทำน้ำราดหน้า,1
3415,เส้นเซี่ยงไฮ้อบแห้ง ผสมรสหร่าย,1
3416,้เส้นสปาเก็ตตี้,1
3417,ซอสมะเขือเทศโรซ่า,3
3418,หมึกสด,1
3419,ดอกกระเจียว,1
3420,พริกไทป่นสูตร1,1
3421,กะหรี่แกงสูตรApple,1
3422,แครอทออสเตรเลีย,1
3423,น่ำมะนาว,1
3424,หัวหอมแดงซอย,1
3425,หัวหอมใหญ่ซอย,1
3426,เม็ดมะม่วงหิมพาน,2
3427,น้ำบ๊วย,1
3428,คั่วตับหมู,1
3429,เส้นก๋วยเตี๋ยวเส้นกลาง,1
3430,เครื่องตุ๋นยาจีน,2
3431,ห้วไชเท้า,1
3432,น้ำตาลมะพร้าวเคี่ยวเป็นน้ำเชื่อม,1
3433,ถั่วลิสงป่นหยาบ,1
3434,พริกดองน้ำสม,1
3435,ผักกาดขาวหันฝอย,1
3436,เนื้อสัตว์ และลูกชิ้นต่างๆ,1
3437,คึ่นไช่,1
3438,ฟักแม้ว,1
3439,หมูชาชู,1
3440,ราเมน หรือบะหมี่กึ่งสำเร็จรูปรสที่ชอบ,1
3441,สาหร่ายผง,1
3442,เส้นใหญ่หรือเส้นหมี่,1
3443,เนื้อหมูหรือเนื้อสัตว์ปรเภทอื่น,1
3444,เต้าหู้ปลารูปดาว,1
3445,ผักกาดขาว ต้นหอม ขึ้นฉ่าย เห็ด,1
3446,ข้าวเย็นที่เหลือหรือข้าวสุกรอพักให้เย็น,1
3447,เนื้อบด/ไก่บด,1
3448,น้ำมันเจียวหอมพร้อมหอมเจียว,1
3449,ใบตอง ไม้กลัดสำหรับห่อ,1
3450,ซัมยัง ศรีราชา ราเมน,1
3451,แซลมอนเทอริยากิ,1
3452,เต้าหู้แผ่นบางทอด,1
3453,เหล้าสาเกญี่ปุ่น,1
3454,หมูสันนอกสไลด์บางๆ,1
3455,กระเทียมขูดละเอียด,1
3456,มิโสะขาว,1
3457,เนื้อปลาดอลลี่หั่นเป็นชิ้นตามต้องการ,1
3458,เครื่องกะเพราแห้ง,1
3459,หมูบดปรุงรส,1
3460,ทูน่ากระป๋องใหญ่,1
3461,มาม่าห่อใหญ่,1
3462,หอยแมลงภู่ต้มสุก,2
3463,ใบโหระพาในสวน,1
3464,เนื้อหอยแมลงภู่สด,1
3465,พริกแดงจินดาหั่นแฉลบ,1
3466,แผ่นเกี้ยว,2
3467,เบคอน หั่นเป็นชิ้นเล็กๆ,1
3468,ซอลปรุงรสเจ,1
3469,ลูกชิ้นไข่หมึก,1
3470,ไก่ย่าง,1
3471,น้ำปลา หรือซีอิ้ว,1
3472,เห็ดหิมะดำ,1
3473,เหล้าหวานมิริน,1
3474,หมูบลูโกกิ,1
3475,เนื้อปลาแซลม่อนสดหั่นเต๋า,1
3476,มะเขือเทศสับ,2
3477,พริกขี้หนู หรือ ชี้ฟ้าแดง,1
3478,ซอสหวาน,1
3479,คนอหมูผง,1
3480,ข้าวไรท์เบอรี่,1
3481,อกไก่หั่นชิ้นพอคำ,1
3482,หอมหัวใหญ่ หั่นชิ้นใหญ่,1
3483,แอปเปิ้ลแดงหั่นเต๋า,1
3484,ซุปแกงกะหรี่ญี่ปุ่น สำเร็จรูป สูตรตามชอบ,1
3485,อกไก่เอาหนังออก,1
3486,พริกแกงหม่าล่า,1
3487,คนอร์แป้งทอดกรอบ,1
3488,พริกแห้งหั่นหยาบ,1
3489,ซอสข้นรสไก่,1
3490,ขนมปังแซนวิชตัดขอบ,1
3491,เบคอนหั่นหยาบๆทอดกรอบ,1
3492,ยอดผักกระเฉด,1
3493,น้ำซุบ/น้ำเปล่า,1
3494,ช่า,1
3495,ตะใคร้,5
3496,เนื้อวัวสไลด์บาง,1
3497,เนื้อหมูสันในสไลด์ชาบู,1
3498,เส้นบะหมี่โอ๊ต 1 ห่อ,1
3499,แครอทหั่นบาง,1
3500,หอมใหญ่/ต้นหอมญี่ปุ่น ตามชอบ,1
3501,น้ำซอสทำซุปชาบู,1
3502,ซอสจิ้มเทมปุระ,1
3503,เส้นจันทร์สด,1
3504,ใบกุ๋ยฉ่าย,1
3505,น้ำซอสปรุงรสผัดไทยสำเร็จรูป,1
3506,น้ำเชื่ิอม,1
3507,วุ้นเส้นห่อ 40 กรัม,1
3508,แกงกะหรี่ก้อนเผ็ดมาก,1
3509,เนื้อหมูสันนอกสำหรับทอด,1
3510,เกล็ดขนมปังใช้คลุก,1
3511,เนื้อปูนึ่งสุก,1
3512,หน่อไม้ในน้ำเกลือ,1
3513,น้ำเต้า,1
3514,บะหมี่ยากิ,1
3515,หอม/ชี,1
3516,บะหมี่ หรือเส้นเล็ก,1
3517,โหระพาหรือกะเพรา,1
3518,กะหล่ำซอย,1
3519,ฟูซิลี,1
3520,เนื้อหมูสันคอ,1
3521,แครท,2
3522,ไข่ไก่เบอร์ 1-2,1
3523,เห็ดเข็มทองหั่น,1
3524,น้ำมันมะกอกแบบไลท์ หรือน้ำมันเจียวหมู,1
3525,ซอสข้นปรุงรสหมู,1
3526,มะละกอขูดเส้น,1
3527,ปูเค็ม,1
3528,น้ำตาลปีปเคี่ยว,1
3529,สามชั้น,1
3530,พริกแกงเผ็ดนครสวรรค์,1
3531,หน่อไม้ดองสีขาว,1
3532,น้ำปลาเเท้1ทัพพี,1
3533,มักกะโรนีแบบตัว,1
3534,หมูสันนอกติดมัน,1
3535,น้ำส้มสายชู+พริกดอง,1
3536,ยีสแห้ง,1
3537,น้ำอุ่น,1
3538,มอสเลล่าชีส,1
3539,มะเขือม่วง มะเขือยาว,1
3540,ใบสาระเน่,1
3541,กระดูกอ่อนใบพาย,1
3542,หมูยอพริกไทยดำหั่นเส้น,1
3543,เส้นก๋วยจั๊บญวนแห้ง,1
3544,เนื้อปลาทับทิม,2
3545,หอมเล็กเจียว,2
3546,ใบมะกูดหั่นฝอย,1
3547,ตะใคร้หั่นฝอย,1
3548,นำ้ตาลทราย,2
3549,กระเทียมฝาน,4
3550,ซอสข้นปรุงรสคนอร์ รสหมู,2
